,marital_status,application_mode,course,time_attendance,previous_qualification,mother_qualification,father_qualification,mother_occupation,father_occupation,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,Application_order,Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,GDP,graduate
2902,single,2nd phase - general contingent,Informatics Engineering,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,no,no,yes,male,no,1.0,130.0,123.0,18.0,0.0,5.0,10.0,1.0,10.0,0.0,-3.12,0
2903,single,2nd phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,no,no,male,no,1.0,132.0,122.9,20.0,0.0,6.0,6.0,6.0,11.5,0.0,1.74,0
2904,single,2nd phase - general contingent,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Administrative staff,Unskilled Workers,yes,no,yes,male,yes,3.0,156.0,132.3,18.0,0.0,7.0,7.0,6.0,13.266666666666666,0.0,0.32,1
2905,single,2nd phase - general contingent,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",yes,no,yes,male,yes,4.0,143.0,131.5,18.0,0.0,7.0,8.0,7.0,12.5125,0.0,0.79,1
2906,married,Change of course,Equinculture,daytime,12th year of schooling - not completed,Unknown,Unknown ,Student,Student,no,no,yes,male,no,1.0,133.1,128.2,28.0,0.0,5.0,9.0,0.0,0.0,0.0,0.32,0
2907,single,Over 23 years old,Advertising and Marketing Management,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,no,male,no,1.0,140.0,148.0,31.0,0.0,6.0,14.0,0.0,0.0,0.0,-1.7,0
2908,single,1st phase - general contingent,Nursing,daytime,Secondary education,Higher Education - Bachelor,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Unskilled Workers,no,no,yes,male,no,1.0,127.0,121.5,23.0,0.0,7.0,7.0,6.0,13.483333333333334,0.0,0.32,1
2909,single,Over 23 years old,Social Service,daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,yes,no,male,no,1.0,133.1,139.0,33.0,0.0,6.0,8.0,0.0,0.0,0.0,-0.92,0
2910,single,Change of course,Management,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,no,no,yes,male,no,1.0,120.0,113.4,22.0,0.0,5.0,9.0,3.0,13.0,0.0,-1.7,0
2911,single,Technological specialization diploma holders,Informatics Engineering,daytime,Technological specialization course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,yes,yes,male,no,1.0,150.0,150.0,20.0,0.0,5.0,6.0,5.0,16.5,0.0,1.79,0
2912,single,Technological specialization diploma holders,Veterinary Nursing,daytime,Technological specialization course,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Ma",yes,no,yes,male,no,1.0,150.0,150.0,20.0,1.0,6.0,11.0,6.0,13.8,0.0,-0.92,1
2913,single,Over 23 years old,Agronomy,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Unskilled Workers,Administrative staff,no,no,no,male,no,1.0,130.0,140.0,25.0,0.0,6.0,0.0,0.0,0.0,0.0,0.79,0
2914,single,1st phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Higher Education - Bachelor,Secondary Education - 12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff,yes,no,yes,male,no,1.0,141.0,140.7,20.0,0.0,5.0,5.0,5.0,12.6,0.0,0.32,1
2915,single,2nd phase - general contingent,Journalism and Communication,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",yes,no,yes,male,no,5.0,146.0,146.7,19.0,0.0,6.0,7.0,6.0,13.833333333333334,0.0,0.32,1
2916,single,Over 23 years old,Equinculture,daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Unknown,Unknown ,(blank),(blank),no,no,yes,male,no,1.0,133.1,96.0,31.0,0.0,5.0,5.0,0.0,0.0,0.0,0.32,0
2917,single,Technological specialization diploma holders,Informatics Engineering,daytime,Technological specialization course,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,no,yes,no,male,no,1.0,160.0,160.0,24.0,2.0,6.0,6.0,2.0,16.0,0.0,3.51,0
2918,single,Technological specialization diploma holders,Informatics Engineering,daytime,Technological specialization course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Higher Education - Degree,Intermediate Level Technicians and Professions,Administrative staff,no,yes,no,male,no,1.0,130.0,130.0,23.0,0.0,5.0,5.0,0.0,0.0,0.0,-4.06,0
2919,married,Over 23 years old,Management (evening attendance),evening,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Ma",Specialists in Intellectual and Scientific Activities,no,no,no,male,yes,1.0,160.0,130.0,26.0,0.0,5.0,12.0,3.0,10.666666666666666,0.0,-3.12,0
2920,married,Change of course,Communication Design,daytime,Higher education - bachelor,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",yes,no,yes,male,no,1.0,140.0,140.0,38.0,14.0,18.0,18.0,18.0,14.5,0.0,-0.92,1
2921,single,1st phase - general contingent,Informatics Engineering,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,yes,no,yes,male,yes,6.0,126.0,116.6,20.0,0.0,5.0,6.0,5.0,14.0,0.0,3.51,1
2922,single,2nd phase - general contingent,Informatics Engineering,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,yes,no,yes,male,no,5.0,118.0,120.5,20.0,0.0,5.0,10.0,3.0,13.333333333333334,0.0,1.79,1
2923,single,Over 23 years old,Veterinary Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",no,no,yes,male,no,1.0,133.1,103.0,25.0,0.0,6.0,0.0,0.0,0.0,0.0,1.74,0
2924,single,2nd phase - general contingent,Communication Design,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Other administrative support staff,Other administrative support staff,yes,no,yes,male,no,2.0,121.0,111.9,19.0,0.0,6.0,9.0,5.0,12.0,0.0,3.51,1
2925,single,2nd phase - general contingent,Informatics Engineering,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",no,no,yes,male,no,1.0,148.0,148.7,18.0,0.0,5.0,6.0,5.0,16.2,0.0,3.51,1
2926,single,Change of course,Management (evening attendance),evening,Other - 11th year of schooling,Other - 11th Year of Schooling,Other - 11th Year of Schooling,Unskilled Workers,Unskilled Workers,no,no,yes,male,no,1.0,133.1,120.0,28.0,7.0,13.0,13.0,7.0,10.285714285714286,0.0,1.74,0
2927,single,1st phase - general contingent,Tourism,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,male,yes,1.0,132.0,120.1,20.0,0.0,6.0,7.0,6.0,13.571428571428571,0.0,3.51,1
2928,single,1st phase - general contingent,Equinculture,daytime,Secondary education,Higher Education - Master,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,no,no,yes,male,no,1.0,140.0,127.8,18.0,0.0,6.0,7.0,6.0,14.285714285714286,0.0,2.02,1
2929,single,2nd phase - general contingent,Management,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,yes,no,yes,male,no,3.0,112.0,106.4,19.0,0.0,5.0,7.0,5.0,10.2,0.0,1.79,1
2930,single,Transfer,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,no,yes,yes,male,no,1.0,100.0,100.0,24.0,0.0,8.0,16.0,2.0,10.25,1.0,-1.7,0
2931,single,2nd phase - general contingent,Veterinary Nursing,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",yes,no,yes,male,no,4.0,126.0,123.9,21.0,0.0,6.0,0.0,0.0,0.0,0.0,1.74,0
2932,single,1st phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Higher Education - Degree,Basic education 1st cycle (4th/5th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",no,no,yes,male,yes,1.0,150.0,139.5,20.0,0.0,6.0,7.0,6.0,14.833333333333334,0.0,-1.7,1
2933,single,Technological specialization diploma holders,Agronomy,daytime,Technological specialization course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,yes,no,yes,male,no,1.0,150.0,150.0,21.0,0.0,6.0,12.0,5.0,13.625,0.0,0.79,1
2934,married,1st phase - general contingent,Oral Hygiene ,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Unskilled workers in extractive industry, construction, manufacturing and transport",Other administrative support staff,no,yes,yes,male,no,1.0,144.0,139.8,24.0,0.0,7.0,7.0,7.0,12.271428571428572,0.0,1.74,1
2935,single,Over 23 years old,Management (evening attendance),evening,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,no,yes,male,no,1.0,133.1,154.4,27.0,0.0,5.0,0.0,0.0,0.0,0.0,1.74,0
2936,single,Over 23 years old,Social Service (evening attendance),evening,Secondary education,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",no,no,yes,male,no,1.0,133.1,119.0,39.0,3.0,9.0,10.0,9.0,13.22222222222222,0.0,3.51,1
2937,single,Over 23 years old,Biofuel Production Technologies,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,no,yes,male,no,1.0,133.1,96.1,25.0,0.0,7.0,13.0,2.0,15.0,0.0,1.79,0
2938,single,Holders of other higher courses,Animation and Multimedia Design,daytime,Higher education - degree,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Bachelor,Unskilled Workers,Specialists in Intellectual and Scientific Activities,no,no,no,male,no,1.0,130.0,130.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.12,0
2939,single,Change of course,Communication Design,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Bachelor,Unskilled Workers,Specialists in Intellectual and Scientific Activities,no,no,yes,male,no,1.0,133.0,128.8,19.0,6.0,12.0,12.0,12.0,13.166666666666666,0.0,1.74,1
2940,single,3rd phase - general contingent,Journalism and Communication,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,no,no,yes,male,yes,1.0,124.0,126.8,21.0,0.0,6.0,8.0,5.0,13.833333333333334,0.0,0.79,1
2941,single,Holders of other higher courses,Management (evening attendance),evening,Higher education - degree (1st cycle),Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,no,no,yes,male,no,1.0,130.0,130.0,27.0,0.0,5.0,0.0,0.0,0.0,0.0,3.51,0
2942,single,Holders of other higher courses,Advertising and Marketing Management,daytime,Higher education - degree,2nd cycle of the general high school course,Basic education 1st cycle (4th/5th year) or equiv,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,yes,no,yes,male,no,1.0,110.0,110.0,27.0,7.0,12.0,12.0,9.0,12.333333333333334,0.0,-3.12,0
2943,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Installation and Machine Operators and Assembly Workers,Intermediate Level Technicians and Professions,yes,yes,yes,male,no,3.0,127.0,133.7,18.0,0.0,6.0,6.0,6.0,13.0,0.0,-1.7,0
2944,single,Technological specialization diploma holders,Agronomy,daytime,Technological specialization course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,Armed Forces Professions,no,no,yes,male,no,1.0,140.0,140.0,19.0,0.0,6.0,15.0,3.0,13.25,0.0,0.79,0
2945,single,1st phase - special contingent (Madeira Island),Social Service,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",yes,no,yes,female,no,2.0,133.0,133.7,18.0,0.0,6.0,6.0,6.0,13.5,0.0,1.74,1
2946,single,1st phase - special contingent (Madeira Island),Journalism and Communication,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Intermediate Level Technicians and Professions,yes,no,yes,female,yes,4.0,109.0,137.0,18.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,1.74,1
2947,single,Change of course,Management,daytime,Secondary education,Higher Education - Master,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Specialists in Intellectual and Scientific Activities,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Ma",no,no,yes,female,no,1.0,133.1,128.2,23.0,7.0,11.0,18.0,11.0,15.090909090909092,1.0,-3.12,0
2948,single,3rd phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Master,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",yes,yes,no,male,no,4.0,133.0,129.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.12,0
2949,single,2nd phase - general contingent,Journalism and Communication,daytime,Secondary education,Higher Education - Bachelor,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,yes,no,yes,male,no,3.0,134.0,129.5,18.0,0.0,6.0,7.0,6.0,13.166666666666666,0.0,-0.92,1
2950,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,male,no,4.0,125.0,129.6,18.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,1.79,1
2951,single,2nd phase - general contingent,Journalism and Communication,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers,yes,no,yes,male,no,2.0,132.0,141.8,20.0,0.0,6.0,6.0,6.0,11.833333333333334,0.0,-1.7,1
2952,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff,yes,no,yes,male,no,3.0,135.0,129.8,20.0,0.0,6.0,6.0,5.0,12.8,0.0,-4.06,1
2953,single,Technological specialization diploma holders,Communication Design,daytime,Technological specialization course,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,no,no,yes,male,no,1.0,100.0,106.0,21.0,2.0,7.0,7.0,5.0,11.8,0.0,1.79,0
2954,single,2nd phase - general contingent,Informatics Engineering,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,yes,no,yes,male,no,1.0,125.0,121.5,20.0,0.0,5.0,7.0,5.0,15.8,0.0,2.02,0
2955,single,2nd phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,yes,no,yes,male,no,1.0,117.0,117.7,20.0,0.0,6.0,9.0,6.0,14.666666666666666,0.0,3.51,1
2956,single,Technological specialization diploma holders,Veterinary Nursing,daytime,Technological specialization course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,male,no,1.0,140.0,140.0,19.0,2.0,6.0,10.0,4.0,12.5,0.0,1.79,0
2957,single,1st phase - general contingent,Informatics Engineering,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Other - 11th Year of Schooling,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,yes,no,yes,male,no,1.0,132.0,133.1,19.0,0.0,5.0,7.0,3.0,12.0,0.0,2.02,0
2958,single,2nd phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,no,yes,yes,male,no,1.0,132.0,119.1,18.0,0.0,6.0,6.0,3.0,12.666666666666666,0.0,1.74,0
2959,single,1st phase - general contingent,Social Service,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",yes,yes,yes,female,no,1.0,133.0,131.3,18.0,0.0,6.0,7.0,5.0,13.6,0.0,3.51,0
2960,single,2nd phase - general contingent,Journalism and Communication,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,no,5.0,143.0,136.7,18.0,0.0,6.0,6.0,6.0,12.5,0.0,3.51,1
2961,single,2nd phase - general contingent,Social Service,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,yes,1.0,143.0,126.2,21.0,0.0,6.0,7.0,6.0,13.333333333333334,0.0,1.79,1
2962,single,International student (bachelor),Veterinary Nursing,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,no,yes,female,no,1.0,133.1,109.6,18.0,0.0,6.0,13.0,4.0,12.25,0.0,2.02,0
2963,single,1st phase - general contingent,Nursing,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,yes,no,yes,female,yes,1.0,141.0,131.9,18.0,0.0,7.0,7.0,7.0,15.101428571428572,0.0,2.02,1
2964,single,1st phase - general contingent,Social Service,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,yes,2.0,140.0,140.7,18.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,1.74,1
2965,single,3rd phase - general contingent,Social Service (evening attendance),evening,Secondary education,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff,yes,no,yes,female,no,6.0,134.0,120.7,23.0,0.0,6.0,8.0,4.0,11.0,0.0,0.79,0
2966,single,1st phase - general contingent,Management,daytime,Secondary education,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff,yes,no,yes,female,no,2.0,118.0,113.8,21.0,0.0,5.0,9.0,3.0,11.666666666666666,0.0,3.51,1
2967,single,2nd phase - general contingent,Social Service (evening attendance),evening,Secondary education,Unknown,Unknown ,Student,Student,yes,no,yes,female,no,1.0,119.0,112.4,26.0,4.0,7.0,15.0,7.0,11.571428571428571,0.0,0.32,0
2968,single,1st phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,Higher Education - Degree,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,no,1.0,143.0,142.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.92,0
2969,single,1st phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,no,no,no,female,yes,1.0,123.0,125.5,19.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,3.51,1
2970,single,1st phase - general contingent,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Unskilled Workers,Intermediate Level Technicians and Professions,yes,no,yes,female,yes,3.0,108.0,107.8,20.0,0.0,7.0,10.0,6.0,12.357142857142858,0.0,0.79,1
2971,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",yes,yes,no,female,no,3.0,117.0,110.4,19.0,0.0,6.0,7.0,6.0,12.166666666666666,0.0,-0.92,0
2972,single,Over 23 years old,Tourism,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",no,no,yes,female,no,1.0,170.0,138.3,33.0,5.0,10.0,14.0,9.0,12.416666666666666,0.0,1.74,1
2973,single,1st phase - general contingent,Veterinary Nursing,daytime,Secondary education,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",no,no,yes,female,no,2.0,157.0,142.3,18.0,0.0,5.0,7.0,4.0,12.75,0.0,0.32,1
2974,single,Transfer,Nursing,daytime,Frequency of higher education,Basic education 1st cycle (4th/5th year) or equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Unskilled Workers,Administrative staff,no,no,yes,female,no,1.0,141.0,145.0,21.0,12.0,21.0,33.0,18.0,14.933333333333334,12.0,0.32,1
2975,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,yes,no,yes,female,no,1.0,125.0,125.7,19.0,0.0,6.0,6.0,6.0,13.0,0.0,3.51,1
2976,married,1st phase - general contingent,Nursing,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",yes,no,yes,female,no,4.0,143.0,128.7,18.0,0.0,7.0,10.0,7.0,14.455000000000002,0.0,-4.06,1
2977,single,1st phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Administrative staff,no,no,yes,female,yes,1.0,142.0,128.0,18.0,0.0,6.0,8.0,6.0,14.0,0.0,2.02,1
2978,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Administrative staff,Administrative staff,yes,no,yes,female,yes,3.0,150.0,146.5,20.0,0.0,6.0,6.0,6.0,13.5,0.0,2.02,1
2979,single,1st phase - general contingent,Tourism,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",yes,no,no,female,no,2.0,112.0,106.1,20.0,0.0,6.0,0.0,0.0,0.0,0.0,2.02,0
2980,single,2nd phase - general contingent,Social Service (evening attendance),evening,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Ma","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Ma",no,no,yes,female,yes,2.0,133.1,118.0,20.0,0.0,6.0,6.0,6.0,11.666666666666666,0.0,1.74,1
2981,single,2nd phase - general contingent,Veterinary Nursing,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Administrative staff,Unskilled Workers,yes,no,yes,female,yes,1.0,125.0,117.0,19.0,0.0,5.0,6.0,4.0,12.0,0.0,1.74,1
